othr_rel_aust_abor_trad_rel_m, christianity_orintal_orthdx_p, othr_rel_aust_abor_trad_rel_p, christianity_orintal_orthdx_m, islam_m, sb_osb_nra_tot_f, islam_p, christianity_orintal_orthdx_f, islam_f, othr_rel_sikhism_f, othr_rel_aust_abor_trad_rel_f, othr_rel_sikhism_p, othr_rel_sikhism_m, sb_osb_nra_tot_p, sb_osb_nra_tot_m, other_religions_tot_p, other_religions_tot_m, other_religions_tot_f, christianity_uniting_church_f, tot_f, tot_m, tot_p, christianity_christian_nfd_p, christianity_eastrn_orthdox_m, christianity_eastrn_orthdox_p, christianity_salvation_army_p, othr_reln_other_reln_groups_f, christianity_christian_nfd_m, christianity_eastrn_orthdox_f, christianity_salvation_army_m, christianity_salvation_army_f, christianity_christian_nfd_f, christianity_othr_protestnt_p, othr_reln_other_reln_groups_m, christianity_othr_christian_f, othr_reln_other_reln_groups_p, christianity_church_christ_p, christianity_church_christ_m, christianity_othr_protestnt_m, christianity_othr_protestnt_f, christianity_church_christ_f, christianity_lutheran_p, christianity_lattr_day_snts_m, christianity_baptist_p, christianity_lattr_day_snts_f, christianity_baptist_m, christianity_baptist_f, christianity_pentecostal_f, christianity_othr_christian_m, christianity_tot_p, christianity_lattr_day_snts_p, christianity_othr_christian_p, christianity_catholic_f, christianity_lutheran_f, christianity_lutheran_m, christianity_asyrin_apstlic_p, christianity_anglican_f, sb_osb_nra_sb_m, christnty_sevnth_dy_advntst_f, sb_osb_nra_sb_p, sa3_code16, christianity_brethren_f, christianity_brethren_p, christianity_catholic_m, hinduism_m, christianity_catholic_p, hinduism_p, christianity_brethren_m, christianity_tot_m, hinduism_f, christnty_sevnth_dy_advntst_p, christianity_tot_f, christnty_sevnth_dy_advntst_m, sb_osb_nra_sb_f, christianity_anglican_m, christianity_anglican_p, religious_affiliation_ns_f, buddhism_f, christinty_prsbytrin_refrmd_f, christinty_jehvahs_witnses_f, buddhism_m, buddhism_p, christinty_jehvahs_witnses_m, christinty_jehvahs_witnses_p, judaism_f, sb_osb_nra_nr_f, christianity_uniting_church_m, christianity_uniting_church_p, judaism_p, christinty_prsbytrin_refrmd_p, judaism_m, christinty_prsbytrin_refrmd_m, christianity_asyrin_apstlic_f, sb_osb_nra_nr_p, christianity_asyrin_apstlic_m, sb_osb_nra_nr_m, sb_osb_nra_osb_f, christianity_pentecostal_m, religious_affiliation_ns_p, sb_osb_nra_osb_m, christianity_pentecostal_p, religious_affiliation_ns_m, sa3_name16, sb_osb_nra_osb_p
0,32,6,22,586,6370,1156,11,570,49,3,113,58,13783,7420,346,161,176,771,21466,20580,42042,1348,231,472,29,125,582,244,12,21,770,242,100,33,223,125,50,113,132,76,133,44,518,61,226,292,153,31,20302,104,59,5058,73,64,0,2890,89,37,154,"50607",18,32,4513,383,9568,709,12,9216,329,58,11088,22,60,2198,5092,2170,729,395,69,564,1293,57,119,35,6274,579,1352,80,713,43,321,0,13572,0,7298,36,136,4378,31,293,2208,"South Perth",63
6,74,14,26,551,15839,1117,50,564,139,7,333,195,33480,17644,799,403,393,1008,51705,50322,102028,3161,512,1070,120,247,1473,562,50,63,1688,608,204,71,450,158,65,295,309,94,214,65,1537,69,706,833,742,56,54174,130,132,15536,113,101,0,6404,150,79,252,"50701",39,78,14499,731,30036,1391,31,25482,664,134,28693,59,100,5322,11728,4473,1039,846,168,763,1800,129,298,35,15610,656,1669,74,1633,37,782,0,33025,0,17411,125,653,9193,81,1391,4713,"Cockburn",207
0,4,3,4,94,7553,168,0,73,8,3,21,13,15477,7919,205,90,117,359,18920,17684,36605,515,114,256,20,107,227,145,13,11,289,110,81,11,181,45,17,50,61,33,106,6,296,7,125,170,68,11,15493,18,30,4730,61,46,0,2260,114,8,198,"50702",3,4,3953,73,8679,143,3,6976,70,21,8516,13,82,1791,4047,2212,326,250,56,219,540,45,104,56,7392,256,613,99,475,41,226,0,15131,0,7733,76,67,4478,69,135,2269,"Fremantle",146
0,27,3,16,257,6288,503,17,246,222,0,498,280,13311,7024,687,356,324,314,18948,19970,38918,1633,136,271,128,107,773,132,56,70,863,352,77,42,183,82,41,179,173,38,92,68,586,80,302,284,336,40,17959,155,83,3801,52,41,0,2610,60,74,129,"50703",0,3,3650,502,7450,973,3,8556,465,144,9403,68,62,2231,4843,1889,319,310,206,198,523,156,359,3,6181,250,566,19,588,10,273,0,13113,0,6934,42,271,4943,28,602,3058,"Kwinana",69
3,71,5,39,582,15032,1134,34,556,154,3,308,157,31864,16837,786,381,405,1757,52076,48603,100677,2959,372,809,93,250,1301,438,29,60,1656,594,222,46,471,202,86,284,309,116,341,36,2018,51,925,1092,510,37,54249,88,83,13692,179,159,0,7969,145,58,289,"50704",78,143,11896,724,25591,1434,69,24664,705,96,29582,40,141,6400,14366,4084,1667,1399,136,1228,2896,90,225,48,14791,1258,3016,104,2629,56,1231,0,31415,0,16617,92,423,8201,74,926,4124,"Melville",163
5,46,19,19,341,22365,654,23,310,81,9,199,113,46932,24558,705,304,396,1602,63083,62028,125114,4552,290,627,340,305,2188,331,148,191,2364,749,186,105,490,398,174,359,394,224,630,266,1943,298,894,1048,643,101,62086,564,201,11596,336,291,0,11823,231,129,412,"50705",3,3,10552,301,22148,577,0,29153,272,217,32935,90,185,10344,22172,5990,779,1359,472,460,1239,363,835,25,22038,1187,2791,49,2692,22,1332,0,46277,0,24234,148,559,12872,98,1196,6886,"Rockingham",241
6,11,5,4,339,10439,585,5,250,21,3,49,32,22213,11776,372,137,226,1319,29530,29638,59173,2258,55,94,174,205,1039,45,75,98,1222,337,106,22,316,212,107,156,184,109,350,45,2269,69,1129,1137,340,28,28330,115,58,3825,199,146,0,5264,119,102,205,"50901",105,210,3518,84,7343,142,108,13241,61,185,15084,86,91,4620,9882,3175,284,808,232,205,484,165,393,12,10263,959,2278,17,1543,7,730,0,21846,0,11587,89,282,7027,64,625,3847,"Albany",160
6,20,7,13,57,7819,98,6,44,4,5,12,3,17702,9882,207,71,133,1311,26872,29063,55935,1551,64,131,222,122,718,62,98,127,831,252,67,36,185,347,161,118,134,187,188,17,697,36,341,364,120,33,30439,53,71,5144,108,82,0,6147,78,142,140,"50902",157,338,5183,37,10330,62,184,14844,28,260,15594,119,66,5846,11998,3024,221,477,206,167,388,158,362,13,7704,1117,2428,18,954,8,475,0,17462,0,9760,59,112,7024,37,235,3998,"Wheat Belt - North",93
9,4,11,3,23,2859,37,0,17,7,0,10,3,6325,3462,77,39,46,658,9889,10355,20245,535,10,24,71,37,264,17,27,43,271,81,24,10,62,67,35,47,34,27,85,16,533,16,242,291,49,4,11085,31,14,1674,51,39,0,2191,29,42,50,"50903",0,0,1635,31,3311,59,0,5409,31,73,5681,32,17,2168,4364,1192,65,187,112,50,112,81,194,3,2825,597,1255,6,350,3,168,0,6247,0,3416,15,46,2538,10,97,1346,"Wheat Belt - South",28
167,3,305,3,68,5047,114,0,49,9,137,29,18,10691,5640,386,211,179,452,17207,17158,34364,1511,20,45,24,33,740,24,6,18,774,1808,27,7,51,45,25,867,942,21,79,24,447,17,212,238,422,11,17068,45,20,4385,48,29,0,1327,33,62,49,"51001",4,5,3952,64,8336,103,3,8112,45,108,8958,49,16,1235,2560,2704,230,173,43,144,371,48,90,8,4990,399,849,16,333,11,161,0,10588,0,5599,37,331,5617,18,755,2909,"Kimberley",49
97,12,179,11,286,3376,521,3,236,3,81,17,9,8401,5023,261,140,118,222,10274,14781,25055,758,68,114,18,32,407,42,12,3,352,71,34,25,64,54,26,46,22,33,167,46,477,49,257,225,165,27,10433,94,49,2030,82,87,0,940,43,156,71,"51002",0,4,2829,108,4864,191,0,5941,87,302,4492,144,28,1345,2282,1780,183,101,43,141,328,47,89,4,3337,252,473,10,283,5,183,0,8311,0,4973,8,163,4917,12,332,3133,"East Pilbara",25
83,3,145,3,177,4629,266,0,88,7,63,21,13,12046,7419,267,152,112,281,13133,21369,34497,905,66,112,52,40,511,45,20,29,394,139,55,29,101,75,46,81,54,34,108,70,518,65,283,231,162,39,15083,135,65,2889,39,71,0,1651,48,37,69,"51003",0,7,4338,236,7223,359,6,8903,118,85,6178,46,26,2374,4022,1752,255,174,66,329,583,69,136,4,4586,358,641,11,501,7,328,0,11933,0,7349,16,181,5888,22,342,4140,"West Pilbara",43
5,3,6,0,3,2403,9,0,3,3,6,13,8,5353,2948,63,29,35,393,7861,8108,15971,839,5,17,37,29,414,11,11,24,427,107,23,7,48,51,20,51,52,36,203,7,235,9,118,115,91,6,8230,16,19,1319,104,99,0,1446,38,52,55,"51101",3,3,1200,11,2513,13,0,3905,4,109,4320,52,16,1338,2782,1026,68,154,70,27,96,39,113,4,2371,321,715,7,312,3,158,0,5272,0,2905,14,62,2209,7,155,1182,"Esperance",23
8,0,8,0,7,1562,9,0,3,0,0,0,0,3504,1939,23,14,10,90,4491,4995,9485,216,12,36,5,7,103,18,5,4,119,39,8,5,14,104,43,22,21,57,33,3,71,3,40,32,29,0,4305,6,4,1029,20,12,0,629,8,5,12,"51102",0,0,1000,21,2026,39,0,2122,19,12,2190,4,4,660,1289,626,82,87,29,90,174,24,52,0,1556,77,169,3,178,0,87,0,3487,0,1929,5,27,1421,3,58,794,"Gascoyne",8
89,18,168,7,138,5621,243,10,106,27,84,60,25,12855,7231,332,162,171,480,18295,20800,39097,2004,49,85,90,59,972,37,35,51,1033,258,48,53,112,730,319,123,133,417,177,132,734,137,364,368,157,40,18786,267,96,3855,95,90,0,2012,62,98,120,"51103",0,0,3957,187,7817,340,0,9409,155,194,9374,97,59,2137,4146,2656,214,330,114,161,371,79,191,0,5523,455,930,7,713,5,384,0,12676,0,7152,41,178,6159,20,340,3501,"Goldfields",59
18,5,31,6,274,7485,560,4,289,11,18,30,16,16573,9090,201,85,118,841,26517,27497,54019,1503,44,86,135,90,688,38,66,72,810,274,57,27,141,96,40,124,149,58,242,20,506,27,259,248,275,18,29561,52,47,6769,137,112,0,5077,79,302,123,"51104",0,0,6474,84,13247,178,0,14211,91,574,15347,272,49,4581,9660,2889,297,362,146,170,470,98,246,9,7385,770,1612,14,785,11,419,0,16363,0,8977,53,221,6459,35,491,3572,"Mid West",88
0,0,0,0,12,3288,16,0,10,4,0,9,3,6760,3475,54,19,35,222,8723,8344,17072,150,40,65,61,31,65,24,27,33,79,38,19,4,43,22,8,24,15,11,26,32,81,30,37,46,43,0,8560,62,3,1648,11,12,0,2248,16,16,19,"60101",3,9,1533,8,3181,10,3,4010,10,37,4549,14,10,1926,4170,812,28,87,36,14,43,20,56,0,3270,155,374,0,155,0,73,0,6724,0,3453,8,35,1625,9,78,806,"Brighton",15
0,23,7,10,65,9653,132,10,65,34,3,70,39,20181,10530,182,79,107,953,27114,25488,52606,955,156,327,104,71,450,174,53,52,507,155,39,27,103,111,44,65,88,64,157,91,443,90,199,245,309,23,26980,183,54,5281,93,60,0,6427,90,48,148,"60102",15,28,4449,67,9732,138,16,12098,71,92,14881,40,58,5189,11610,2135,193,421,66,132,330,32,96,14,9531,590,1548,19,781,8,360,0,19941,0,10411,63,265,4651,31,573,2518,"Hobart - North East",91
3,40,8,17,303,9010,599,25,302,74,3,166,90,18803,9796,377,176,204,838,27416,25739,53154,790,218,414,195,121,361,198,91,108,431,120,79,22,199,38,17,56,65,26,133,70,488,75,220,269,179,15,27078,148,32,5583,69,65,0,6257,93,70,172,"60103",90,183,4806,337,10388,671,92,12372,335,126,14709,55,78,5243,11502,2629,226,297,102,178,409,95,202,4,8885,531,1370,20,551,11,254,0,18559,0,9676,40,166,5203,28,347,2566,"Hobart - North West",73
0,3,0,3,50,6824,95,0,50,3,0,6,5,13977,7153,123,42,79,514,17106,15774,32879,1302,78,156,58,72,598,81,21,33,699,255,41,34,114,40,18,107,146,25,109,51,254,55,125,135,307,27,15547,107,63,2628,60,42,0,3228,61,33,105,"60104",7,17,2161,52,4785,101,5,6972,54,55,8576,24,50,2573,5809,1345,174,509,82,117,293,54,139,8,6733,374,889,23,950,15,439,0,13791,0,7058,48,258,2723,35,568,1381,"Hobart - South and West",84
4,64,11,30,368,11492,687,32,318,71,7,130,60,23858,12364,372,174,196,640,25920,24640,50558,748,332,675,63,122,318,340,26,37,429,208,112,104,237,38,10,100,106,23,124,61,298,44,136,166,177,59,18947,104,159,3988,73,52,0,3915,178,30,314,"60105",10,31,3206,368,7202,693,19,8331,323,54,10611,21,136,3024,6940,2445,507,439,48,370,879,33,81,28,11288,439,1074,61,755,33,314,0,23441,0,12150,68,143,5067,38,325,2619,"Hobart Inner",101
0,0,0,0,5,3049,18,0,10,0,0,0,0,6423,3372,51,22,35,221,8140,7945,16083,283,27,47,33,35,135,20,12,15,150,49,19,5,54,36,18,25,22,23,53,9,130,16,53,77,65,3,8012,26,6,1358,28,24,0,2105,28,10,51,"60106",0,5,1234,7,2594,18,6,3756,4,21,4259,8,21,1842,3952,729,46,97,32,34,83,21,56,7,3011,170,396,9,199,3,105,0,6339,0,3322,20,60,1477,17,127,753,"Sorell - Dodges Ferry",31
11,52,12,32,398,14174,716,24,315,38,3,74,40,29524,15348,461,226,233,1871,41960,38958,80916,2489,99,198,331,191,1172,100,121,206,1321,525,175,78,368,244,107,240,282,139,198,102,1426,147,652,775,612,56,40856,244,133,6399,107,87,0,8759,141,56,259,"60201",108,191,5432,347,11828,645,87,18336,294,118,22518,66,118,7000,15755,3969,419,1330,224,378,801,151,373,35,13993,1280,3150,48,2469,18,1140,0,29141,0,15149,65,514,7873,55,1120,3900,"Launceston",122
0,0,0,0,6,3684,17,0,14,0,0,3,0,7899,4214,91,32,55,697,11302,11142,22448,649,14,34,53,53,312,19,19,35,340,97,30,40,85,40,18,60,41,21,67,62,493,58,245,249,103,50,11945,122,92,1530,41,29,0,2603,38,33,57,"60202",66,125,1370,6,2898,16,55,5629,7,61,6315,25,22,2344,4946,1143,78,355,85,48,127,67,149,7,3638,577,1271,9,676,7,320,0,7807,0,4167,18,67,2345,16,170,1203,"Meander Valley - West Tamar",34
3,3,3,0,15,6037,24,0,12,0,0,8,3,12997,6967,121,47,75,900,18451,18670,37118,787,28,50,151,72,358,22,70,86,427,85,44,16,111,36,17,37,47,17,82,15,532,20,224,300,145,16,19748,38,30,2464,31,45,0,5146,60,36,98,"60203",41,87,2324,20,4786,32,48,9432,17,64,10311,26,41,4778,9923,1883,121,508,107,81,199,91,199,3,5968,729,1629,8,1004,4,495,0,12854,0,6884,21,131,3987,18,275,2101,"North East",44
0,0,0,0,4,1659,8,0,3,0,0,0,0,3699,2044,31,13,21,187,5354,5876,11224,154,8,15,23,19,70,10,13,8,82,21,8,0,32,3,0,9,12,3,22,0,59,3,29,26,24,3,6286,4,3,950,7,12,0,1728,10,10,16,"60301",7,5,989,3,1935,9,3,3144,3,12,3141,9,7,1732,3454,512,16,61,22,19,39,30,55,0,1638,176,364,5,118,3,60,0,3669,0,2033,12,18,1156,6,42,644,"Central Highlands (Tas.)",14
0,4,0,0,23,3987,34,0,14,0,0,0,0,8353,4367,104,42,58,297,9520,9623,19144,500,34,61,50,58,232,26,23,30,270,63,43,14,103,31,16,34,34,14,61,116,97,115,43,54,50,10,8404,230,23,1417,37,23,0,1771,39,24,66,"60302",3,8,1355,18,2773,33,3,4025,18,41,4374,15,25,1628,3398,983,83,153,63,70,149,49,118,0,3919,264,558,5,297,0,147,0,8232,0,4321,41,39,2060,14,91,1071,"Huon - Bruny Island",60
0,0,0,0,3,1063,10,0,4,0,0,0,0,2337,1278,24,13,9,136,3297,3451,6746,125,5,5,12,12,60,0,4,7,63,21,14,5,23,34,13,9,13,22,15,0,57,4,23,30,4,8,3492,6,12,435,6,5,0,930,6,4,14,"60303",0,0,398,6,834,5,0,1709,3,9,1791,3,3,940,1869,410,16,102,38,18,30,30,69,0,1045,115,253,3,184,0,86,0,2307,0,1262,9,0,843,8,4,431,"South East Coast",19
7,9,5,3,113,5806,206,6,86,37,0,88,48,12255,6452,210,107,104,1430,17649,16055,33703,644,264,579,47,68,282,308,19,27,358,110,50,25,119,114,51,52,60,64,688,33,452,26,212,244,98,15,17278,56,35,3763,407,282,0,2623,64,6,104,"40301",0,0,3170,121,6935,224,0,7590,107,13,9687,7,47,1918,4547,1657,178,203,32,113,292,34,69,27,5715,981,2415,44,388,25,186,0,12074,0,6358,44,86,3188,33,183,1531,"Holdfast Bay",73
5,202,10,91,1097,16331,2074,109,977,246,7,530,282,33935,17598,1080,541,532,3340,46763,43304,90067,2659,967,2022,171,282,1181,1059,73,96,1475,338,259,99,539,363,146,155,183,211,1522,90,1673,109,754,918,458,85,42386,198,185,8930,871,645,0,5039,159,62,282,"40302",7,20,7464,912,16392,1824,5,18863,917,114,23522,59,121,3974,9014,3599,843,462,100,642,1483,85,186,30,16109,2283,5618,53,850,25,389,0,33482,0,17377,106,402,7227,64,865,3626,"Marion",166
6,4,6,4,41,8423,72,0,32,3,0,12,4,17585,9165,148,63,80,1750,24578,22949,47530,1575,28,54,185,77,740,22,67,115,839,218,52,11,128,41,9,95,118,34,167,41,1443,57,665,784,346,5,24862,99,18,3809,81,84,0,4865,92,102,165,"60401",129,260,3220,40,7030,92,129,11246,50,180,13621,81,68,3968,8833,2194,176,448,108,123,296,61,175,4,8312,1396,3143,6,833,6,386,0,17354,0,9042,41,274,4464,30,618,2271,"Burnie - Ulverstone",65
9,3,17,3,22,7721,44,0,23,3,5,4,3,16063,8348,172,73,100,1462,22840,21409,44254,1341,34,69,180,94,636,39,59,118,711,273,63,19,155,194,97,121,151,99,80,86,1420,94,682,739,416,12,23368,180,28,3482,42,45,0,4559,62,38,122,"60402",101,219,3016,35,6505,78,110,10691,39,85,12675,43,62,3790,8344,2085,188,460,131,102,292,117,251,11,7605,1092,2550,17,867,5,407,0,15855,0,8252,54,350,4213,32,768,2132,"Devonport",86
3,0,9,0,11,2760,20,0,8,0,6,0,0,6152,3397,75,25,42,385,8342,8901,17238,920,16,15,44,40,462,5,18,26,459,83,21,12,61,4,7,46,38,0,43,6,349,5,174,175,100,6,9098,9,16,1450,25,18,0,1643,12,19,34,"60403",107,181,1425,13,2877,22,78,4466,11,39,4631,17,21,1555,3201,846,40,157,18,24,65,17,33,3,2725,366,752,9,311,0,158,0,6091,0,3369,17,108,1810,13,209,964,"West Coast",28
10,8,27,7,200,4049,352,4,153,24,12,65,37,9030,4978,192,95,103,380,12047,13789,25836,452,379,720,21,62,219,336,10,10,233,198,40,5,108,12,7,101,92,3,153,18,258,27,124,139,76,0,10825,45,9,2651,87,59,0,1034,56,27,93,"70101",0,0,2800,404,5447,723,0,5538,315,49,5282,21,30,1156,2185,1708,431,152,28,354,779,15,44,3,3989,386,768,19,308,10,155,0,8890,0,4903,29,71,3911,14,148,2206,"Darwin City",44
24,89,42,40,685,7615,1191,41,501,115,21,274,156,16260,8643,527,272,248,856,26679,27084,53762,1249,1443,2749,95,115,598,1308,45,56,648,284,101,17,216,59,32,115,165,28,353,57,727,57,343,384,357,18,25095,120,30,6398,188,156,0,2003,83,113,163,"70102",3,3,5828,910,12222,1682,3,12057,776,200,13041,93,75,1831,3830,3409,1063,283,123,806,1873,88,214,23,7497,766,1625,48,596,26,314,0,16011,0,8522,45,291,7094,43,646,3686,"Darwin Suburbs",82
4,0,12,0,32,3339,67,0,29,0,10,0,0,8120,4786,69,35,33,488,9520,14009,23528,460,99,168,59,29,238,70,27,30,225,60,26,4,55,12,4,35,23,10,197,11,249,15,141,114,66,5,9643,33,9,1841,100,97,0,1235,43,13,61,"70103",0,0,2319,23,4159,35,0,5189,15,21,4451,8,19,1415,2644,1436,212,184,35,193,405,41,72,3,3299,491,976,8,392,4,207,0,8029,0,4726,12,62,5190,18,122,3755,"Litchfield",29
9,9,10,3,205,5577,414,4,203,46,4,106,63,12052,6477,211,103,105,586,16698,16997,33695,908,226,433,62,51,452,211,20,36,461,155,42,9,89,63,29,68,91,30,302,56,550,58,263,288,321,16,15789,110,23,3951,163,141,0,1666,54,50,98,"70104",0,0,3727,285,7676,558,0,7585,271,107,8197,53,44,1532,3199,1922,409,234,50,289,702,44,99,3,5506,473,1050,11,444,4,210,0,11904,0,6401,31,273,3963,21,596,2042,"Palmerston",48
295,39,603,17,98,4601,178,23,81,84,306,166,86,9548,4945,906,440,469,560,18179,17900,36077,951,37,60,58,80,455,20,29,29,493,177,56,29,140,25,12,85,92,13,4683,119,1537,108,681,852,411,19,18246,227,45,3141,2523,2159,0,1078,44,84,78,"70201",0,3,2897,223,6040,405,3,8571,179,150,9672,60,35,1020,2106,2891,274,188,22,180,451,13,36,10,4532,406,967,25,379,9,194,0,9410,0,4872,29,359,6323,25,767,3433,"Alice Springs",60
86,0,180,0,11,754,19,3,8,0,92,4,3,1640,884,188,87,100,74,2640,2892,5536,143,14,28,6,3,68,15,4,3,70,481,0,0,3,3,0,225,249,0,112,16,880,18,440,438,38,3,2853,35,6,302,50,64,0,132,6,12,5,"70202",0,0,316,13,619,26,0,1432,9,20,1421,9,0,158,291,323,21,15,0,10,35,0,0,0,755,70,146,0,39,0,24,0,1637,0,883,0,19,775,0,59,449,"Barkly",3
398,0,748,0,11,1461,16,0,7,0,352,4,4,3251,1793,779,411,367,813,7832,8272,16105,307,8,19,9,17,150,4,6,8,154,174,10,5,26,7,4,91,89,3,45,0,56,10,32,25,41,4,9209,11,7,2931,21,25,0,499,7,12,13,"70203",0,0,2779,8,5706,8,0,4567,5,28,4642,14,3,489,989,1286,62,29,4,61,125,5,4,0,1449,863,1679,3,95,3,67,0,3213,0,1767,12,29,2714,16,70,1428,"Daly - Tiwi - West Arnhem",25
265,3,538,3,18,843,22,0,13,4,277,6,3,1800,962,562,270,292,2606,6439,6577,13014,372,7,16,5,9,188,5,3,3,186,30,8,3,16,4,0,14,17,3,30,9,105,6,51,58,30,0,9018,12,3,727,13,16,0,804,12,16,15,"70204",3,11,680,14,1403,26,3,4491,19,21,4526,3,6,785,1595,724,29,35,13,16,42,3,21,3,830,2643,5249,3,77,0,43,0,1778,0,946,3,31,1530,0,64,808,"East Arnhem",6
497,7,948,0,34,2622,54,0,16,4,451,11,8,5623,2999,1002,527,473,208,9062,9648,18710,324,8,14,15,22,162,7,7,8,168,1001,21,3,42,9,4,482,514,4,114,7,694,12,327,366,169,3,7453,16,9,1021,48,68,0,1102,17,20,32,"70205",0,0,1124,47,2145,82,0,3689,36,30,3766,8,12,1041,2143,2081,62,92,18,43,108,23,46,4,2606,196,409,8,178,0,91,0,5575,0,2970,5,132,4392,15,298,2307,"Katherine",16
10,84,23,44,1299,17095,2464,39,1162,218,13,460,250,36225,19128,877,425,445,1496,48640,47409,96049,2362,738,1497,139,215,1094,760,69,70,1266,499,174,61,387,103,41,232,270,61,575,157,1109,140,528,584,651,56,43795,295,115,11047,323,246,4,5635,220,97,415,"80101",3,5,9805,1004,20849,1950,0,20256,944,202,23541,103,196,4622,10254,4108,1270,927,109,987,2262,58,170,68,16799,1085,2584,118,1760,51,830,4,35637,0,18835,101,544,8364,70,1197,4253,"Belconnen",169
0,0,0,0,8,157,11,0,4,0,0,0,0,361,203,4,3,0,19,515,1062,1578,18,7,10,3,0,14,3,0,0,5,4,3,0,4,0,0,4,0,0,9,0,10,0,0,7,3,3,536,0,3,113,5,3,0,64,3,4,3,"80103",0,0,141,0,254,4,0,309,3,9,228,3,3,92,159,114,4,11,0,5,11,0,0,0,155,15,34,0,24,0,13,0,350,0,194,0,3,652,3,8,541,"Canberra East",5
9,243,13,117,1612,10882,3051,119,1443,415,3,828,405,23129,12253,1087,526,560,837,35920,35222,71142,2011,539,1127,116,139,945,585,58,62,1064,411,113,26,251,32,19,213,201,16,312,69,768,63,358,409,465,24,31637,130,49,8190,180,131,7,3805,133,76,225,"80104",0,0,7383,2059,15576,4082,0,14745,2018,135,16887,54,97,3052,6851,2720,1386,693,76,1137,2518,70,152,22,10739,690,1529,39,1326,20,634,0,22807,3,12069,50,400,5586,49,863,2865,"Gungahlin",93
3,47,10,25,574,12520,1049,22,479,51,9,111,61,25708,13186,318,158,161,588,26554,26449,53002,821,344,758,49,97,349,411,25,22,466,350,98,52,197,31,11,180,173,16,263,25,443,19,208,229,154,45,17128,38,95,4273,144,117,0,2171,243,25,440,"80105",3,3,3896,482,8165,882,3,7983,395,51,9136,21,198,1822,3993,2790,955,331,39,872,1835,28,67,109,12236,429,1023,186,638,77,310,0,25130,0,12889,84,135,5901,51,287,3107,"North Canberra",137
0,31,3,18,232,5089,429,19,190,25,0,50,29,10552,5464,149,71,78,397,13930,13082,27007,406,277,574,22,54,194,298,6,14,209,116,43,9,97,16,10,60,59,3,146,15,244,7,119,129,67,14,11829,27,24,3031,88,62,0,1800,98,9,176,"80106",13,28,2540,212,5568,452,9,5356,242,21,6470,12,77,1481,3280,1517,284,290,20,194,475,7,29,57,4979,280,675,118,490,63,199,0,10312,0,5333,38,57,3007,27,131,1488,"South Canberra",62
0,105,8,54,770,13289,1495,50,726,152,7,330,178,28216,14926,646,315,339,1212,43512,41642,85154,1960,517,1069,243,181,908,550,110,137,1052,494,130,41,310,63,30,230,267,32,544,79,857,90,398,458,560,35,45003,170,76,12001,308,235,8,6226,179,87,326,"80107",5,5,10701,600,22703,1183,0,20832,581,158,24169,72,146,5189,11407,3449,929,993,98,735,1664,76,178,26,13066,856,2068,49,1807,22,816,3,27757,10,14690,81,518,6893,53,1078,3441,"Tuggeranong",134
0,19,0,10,174,4213,310,12,132,30,0,58,29,8636,4427,147,68,80,389,11893,11090,22988,508,142,286,35,49,234,145,16,17,271,198,35,9,88,17,5,98,103,5,156,16,242,17,122,117,93,11,11262,28,18,2965,95,63,0,1573,52,18,98,"80108",3,4,2529,109,5490,211,0,5139,104,37,6123,22,44,1213,2790,1058,167,280,12,115,287,7,18,12,4139,321,717,33,514,15,236,0,8491,0,4353,30,84,2101,18,177,1047,"Weston Creek",50
0,80,0,33,414,5426,826,46,414,104,0,226,116,11441,6019,356,178,187,478,17839,16921,34760,730,366,746,49,74,342,383,25,23,388,190,54,12,134,28,15,84,107,12,232,34,363,41,150,212,135,19,16902,73,30,4737,137,99,0,1993,87,34,141,"80109",3,5,4106,576,8846,1170,3,7711,603,69,9192,36,51,1558,3554,1573,412,415,34,307,718,22,60,44,5334,408,888,85,719,41,308,0,11233,0,5907,40,106,3257,25,240,1682,"Woden Valley",68
0,21,0,7,107,750,221,14,112,39,0,77,37,1576,829,105,57,48,46,2341,2236,4578,104,26,60,0,13,47,32,0,0,55,36,16,6,25,0,0,22,15,0,20,0,66,7,31,34,13,4,1804,8,6,537,12,6,3,179,3,8,5,"80110",0,0,451,134,990,268,0,812,137,9,992,0,3,135,311,229,70,32,7,65,135,5,14,3,744,43,86,6,56,7,27,0,1558,4,818,8,11,456,3,23,231,"Molonglo",10
0,0,0,0,0,120,0,0,0,0,0,0,0,279,151,3,4,0,0,288,312,599,19,0,0,0,0,9,0,0,0,11,8,0,0,3,0,0,8,4,0,0,0,6,0,0,4,3,0,236,0,0,49,0,0,0,41,0,0,0,"80111",0,0,55,3,104,6,0,121,0,0,114,0,0,41,79,40,0,0,0,0,0,0,0,0,120,0,5,0,3,0,4,0,274,0,153,0,0,73,0,4,36,"Urriarra - Namadgi",0
0,0,0,0,186,109,357,0,163,0,0,0,0,281,176,6,8,0,12,712,1130,1843,54,3,3,0,0,29,0,0,0,29,3,8,0,6,0,0,0,0,0,3,3,5,0,3,6,0,0,346,3,0,85,0,0,0,24,0,3,0,"90101",0,0,82,0,164,7,0,182,4,5,170,5,0,42,69,111,150,10,0,175,334,0,0,0,105,11,20,3,8,3,3,0,281,0,175,0,0,515,0,3,402,"Christmas Island",0
