sa2_name16, median_tot_hhd_inc_weekly, median_age_persons, median_mortgage_repay_monthly, median_rent_weekly, average_num_psns_per_bedroom, sa2_main16, median_tot_fam_inc_weekly, average_household_size, median_tot_prsnl_inc_weekly
"Jandakot",2144,40,2167,448,0.7,"507011260",2274,2.9,689
"East Fremantle",2039,43,2500,400,0.8,"507021164",2780,2.5,923
"Fremantle",1652,42,2167,370,0.8,"507021165",2370,2.1,865
"Fremantle - South",1481,42,2100,350,0.8,"507021166",1975,2.4,695
"O'Connor (WA)",450,53,0,312,1.0,"507021167",0,0.0,449
"Cooloongup",1155,39,1517,310,0.7,"507051186",1312,2.5,496
"Bertram - Wellard (West)",1822,29,2015,370,0.8,"507031169",1915,3.0,808
"Calista",1077,35,1500,300,0.8,"507031170",1296,2.5,501
"Katanning",1205,39,1103,170,0.8,"509011230",1418,2.5,673
"Kojonup",1217,42,1000,125,0.8,"509011231",1441,2.4,676
"Little Grove - Elleker",1382,43,1733,265,0.8,"509011232",1673,2.5,639
"Hope Valley - Postans",1937,48,1700,250,0.6,"507031172",1875,2.1,587
"Merredin",1265,40,1040,150,0.7,"509021240",1671,2.4,681
"Moora",1358,41,1063,145,0.8,"509021241",1741,2.5,736
"Mukinbudin",1200,44,650,75,0.7,"509021242",1596,2.3,984
"Howard Springs",1977,40,2492,364,1.0,"701031031",2359,2.9,1470
"Kwinana Industrial",252,48,0,350,0.0,"507031173",1524,2.0,312
"Parmelia - Orelia",1146,36,1500,290,0.8,"507031174",1330,2.5,524
"Melville",1946,40,2383,400,0.8,"507041181",2463,2.6,830
"Casuarina - Wandi",2065,31,2249,400,0.7,"507031261",2160,2.8,886
"Humpty Doo",2380,37,2556,450,1.0,"701031032",2543,3.0,1013
"Koolpinyah",1374,61,0,0,0.0,"701031033",0,0.0,599
"Applecross - Ardross",2115,42,2645,470,0.7,"507041175",2603,2.6,886
"Bateman",2069,40,2167,445,0.8,"507041176",2293,2.9,694
"Bicton - Palmyra",1634,40,2167,370,0.7,"507041177",2254,2.3,836
"Winthrop",2195,41,2156,550,0.7,"507041184",2278,3.1,670
"Booragoon",1873,41,2400,408,0.7,"507041178",2425,2.6,780
"Bull Creek",1625,43,2000,425,0.8,"507041179",2062,2.7,641
"Murdoch - Kardinya",1593,42,2000,420,0.7,"507041182",1920,2.6,595
"Willagee",1330,36,2165,250,0.8,"507041183",1865,2.4,610
"Baldivis",1915,29,2167,385,0.8,"507051185",2063,2.9,799
"Palmerston - North",2494,31,2513,500,0.9,"701041041",2637,3.0,1137
"Port Kennedy",1714,32,1857,370,0.8,"507051187",1847,3.0,654
"Rockingham",1038,43,1670,300,0.7,"507051188",1422,2.1,613
"Charles",1773,37,1950,300,0.9,"702011045",2175,2.6,907
"Rockingham Lakes",0,18,0,0,0.0,"507051189",0,0.0,0
"Durack - Marlow Lagoon",2574,31,2600,500,0.8,"701041038",2686,3.0,1167
"Safety Bay - Shoalwater",1205,44,1800,300,0.7,"507051190",1613,2.3,582
"Singleton - Golden Bay - Secret Harbour",2054,31,2167,380,0.8,"507051191",2175,3.1,754
"Gray",1517,33,1902,330,1.0,"701041039",1857,2.5,797
"East Side",1869,34,1852,350,0.9,"702011046",2179,2.5,981
"Waikiki",1508,36,1740,345,0.7,"507051192",1709,2.7,619
"Warnbro",1375,35,1690,340,0.7,"507051193",1545,2.7,588
"Albany",1108,46,1517,285,0.7,"509011225",1473,2.2,611
"Albany Region",1309,45,1647,150,0.8,"509011226",1495,2.6,596
"Bayonet Head - Lower King",1371,39,1664,315,0.7,"509011227",1539,2.6,632
"Denmark",1020,49,1582,263,0.8,"509011228",1268,2.3,546
"Gnowangerup",1313,40,763,120,0.7,"509011229",1652,2.4,794
"McKail - Willyung",1214,37,1668,270,0.8,"509011233",1497,2.6,600
"Plantagenet",1029,46,1222,194,0.8,"509011234",1275,2.4,531
"Moulden",1434,31,1966,255,0.9,"701041040",1663,2.7,761
"Stirling Range National Park",0,0,0,0,0.0,"509011235",0,0.0,0
"Toodyay",1164,51,1599,280,0.7,"509021244",1425,2.3,543
"Chittering",1639,42,2167,270,0.8,"509021236",1856,2.8,618
"Cunderdin",1091,43,953,125,0.8,"509021237",1405,2.4,580
"Dowerin",1124,44,950,128,0.7,"509021238",1473,2.3,648
"Gingin - Dandaragan",1154,47,1733,250,0.7,"509021239",1370,2.4,600
"Northam",1181,41,1408,245,0.8,"509021243",1468,2.4,570
"York - Beverley",1012,51,1355,220,0.7,"509021245",1332,2.2,525
"Brookton",1139,46,1083,144,0.7,"509031246",1481,2.3,653
"Narrogin",1214,38,1213,220,0.7,"509031249",1505,2.4,618
"Wagin",1137,46,1023,150,0.7,"509031250",1433,2.3,634
"Broome",1741,41,2500,300,0.9,"510011262",2226,2.6,908
"Derby - West Kimberley",1307,34,1733,100,1.1,"510011263",1081,3.0,524
"Halls Creek",1056,31,618,75,1.2,"510011264",807,3.2,421
"Kununurra",1564,40,2118,200,1.0,"510011265",1949,2.7,840
"Roebuck",982,45,1597,85,1.2,"510011266",835,3.1,458
"East Pilbara",1137,39,2600,60,1.3,"510021267",892,3.5,2092
"Newman",2573,33,480,110,0.9,"510021268",2940,2.8,1576
"Port Hedland",2919,36,3000,196,0.9,"510021269",3576,2.6,1713
"South Hedland",2351,32,2518,216,0.9,"510021270",2760,2.8,1257
"Ashburton (WA)",2313,39,1625,32,0.9,"510031271",2889,2.7,2514
"West Moonah",1083,36,1300,250,0.8,"601031021",1385,2.4,591
"Kingston - Huntingfield",1246,37,1517,295,0.8,"601041022",1594,2.5,638
"Karratha",2543,32,2500,260,0.9,"510031272",2963,2.8,1353
"Roebourne",2329,37,2817,128,0.9,"510031273",2903,2.9,1487
"Kingston Beach - Blackmans Bay",1455,42,1560,320,0.8,"601041023",1804,2.5,709
"Margate - Snug",1471,38,1546,300,0.9,"601041024",1717,2.7,696
"Mount Wellington",0,0,0,0,0.0,"601041025",0,0.0,0
"Taroona - Bonnet Hill",1669,46,1625,323,0.8,"601041026",2116,2.6,748
"Hobart",1387,39,1733,305,0.9,"601051027",1959,2.0,787
"Lenah Valley - Mount Stuart",1544,41,1517,280,0.8,"601051028",2057,2.4,786
"Mount Nelson - Dynnyrne",1490,34,1733,280,0.8,"601051029",2054,2.5,622
"New Town",1192,40,1600,240,0.8,"601051030",1858,2.1,639
"Sandy Bay",1460,39,1950,310,0.8,"601051031",2128,2.4,671
"South Hobart - Fern Tree",1422,39,1500,280,0.9,"601051032",1943,2.3,698
"Esperance",1321,41,1733,250,0.8,"511011274",1696,2.4,666
"Esperance Region",1370,40,1083,121,0.8,"511011275",1688,2.5,812
"South Launceston",1048,36,1213,240,0.8,"602011047",1435,2.1,600
"Carnarvon",1136,48,1517,200,0.9,"511021276",1621,2.5,604
"Exmouth",1204,54,1950,240,0.9,"511021277",1756,2.3,669
"Virginia",1977,42,2383,376,1.1,"701031034",2388,2.7,950
"Boulder",1736,34,1517,270,0.8,"511031278",2067,2.5,799
"Kalgoorlie",2078,34,1900,280,0.8,"511031279",2395,2.7,957
"Leinster - Leonora",1313,37,834,55,1.0,"511031283",988,3.1,1638
"Weddell",1768,40,2167,280,1.1,"701031035",2192,2.7,992
"Mornington - Warrane",976,37,1294,255,0.8,"601021009",1207,2.3,516
"Summerhill - Prospect",1039,39,1300,250,0.8,"602011048",1395,2.3,607
"Trevallyn",1354,40,1353,250,0.8,"602011049",1771,2.4,702
"Risdon Vale",933,35,997,238,0.8,"601021010",1108,2.4,498
"Rokeby",964,31,1200,235,0.8,"601021011",1166,2.5,546
"South Arm",1611,43,1517,295,0.8,"601021012",1859,2.6,762
"Austins Ferry - Granton",1456,40,1500,285,0.8,"601031013",1660,2.6,682
"Berriedale - Chigwell",1035,38,1250,230,0.8,"601031014",1297,2.4,575
"Claremont (Tas.)",992,39,1300,240,0.8,"601031015",1297,2.3,572
"Derwent Park - Lutana",1027,37,1213,250,0.8,"601031016",1251,2.2,557
"West Hobart",1526,38,1697,300,0.8,"601051033",2095,2.3,803
"Dodges Ferry - Lewisham",1087,43,1192,250,0.8,"601061034",1369,2.4,584
"Sorell - Richmond",1210,42,1404,280,0.8,"601061035",1459,2.4,607
"Invermay",778,36,1100,200,0.8,"602011036",1236,2.0,475
"Waverley - St Leonards",1010,38,1083,200,0.8,"602011050",1208,2.4,569
"Kings Meadows - Punchbowl",1017,39,1294,250,0.8,"602011037",1329,2.3,568
"Launceston",1199,43,1463,250,0.8,"602011038",1832,2.1,830
"Legana",1292,43,1430,285,0.8,"602011039",1556,2.6,578
"Westbury",954,46,1120,200,0.8,"602021057",1231,2.4,496
"Dilston - Lilydale",1242,45,1300,200,0.8,"602031058",1484,2.5,604
"George Town",858,45,1083,180,0.8,"602031059",1092,2.3,457
"Longford",1008,46,1300,225,0.8,"602031060",1290,2.3,547
"Northern Midlands",879,45,1000,142,0.8,"602031061",1140,2.3,487
"Perth - Evandale",1206,44,1350,235,0.8,"602031062",1474,2.4,612
"St Helens - Scamander",751,53,930,195,0.8,"602031064",957,2.1,442
